inchikey14,metric_ik14,n_libs,n_spectra,libs
NHBPNCMOEXDRJI,NHBPNCMOEXDRJI,1,8,pluskal_ms2
NHBPTZJJRNUETP,NHBPTZJJRNUETP,1,14,enveda-180
NHBRMDMIJZDDCN,NHBRMDMIJZDDCN,1,4,enveda-180
NHBRSQDVHJUCBQ,NHBRSQDVHJUCBQ,1,13,enveda-180
NHBSPDCGDJCFKE,PSZBGJBNBFAKSP,3,3,gnps;msdial;riken
NHBSWARJJXAITA,NHBSWARJJXAITA,1,3,enveda-180
NHBUGFYYPXTMMO,NHBUGFYYPXTMMO,1,8,pluskal_ms2
NHBWZESYSMWMGH,NHBWZESYSMWMGH,1,8,enveda-180
NHBYEAXRJZNTBJ,NHBYEAXRJZNTBJ,1,5,spectraverse
NHCAIBRBHCMADL,NHCAIBRBHCMADL,1,4,enveda-180
NHCCRRHISMEMAW,NHCCRRHISMEMAW,1,4,enveda-180
NHCDNSNVHDZGSG,NHCDNSNVHDZGSG,1,8,gnps
NHCGHHOHOBJVGN,NHCGHHOHOBJVGN,1,7,enveda-180
NHCGLJJKBPVJRF,NHCGLJJKBPVJRF,1,3,enveda-180
NHCIJOXNDADONA,NHCIJOXNDADONA,1,23,pluskal_ms2
NHCIPJSLFOASJA,NHCIPJSLFOASJA,1,5,pluskal_ms2
NHCISGTXWOACJY,NHCISGTXWOACJY,1,4,enveda-180
NHCJAYSVJNIJOV,NHCJAYSVJNIJOV,1,14,enveda-180
NHCJYOOQAJHWBR,NHCJYOOQAJHWBR,1,7,enveda-180
NHCKESBLOMHIIE,NHCKESBLOMHIIE,1,1,gnps
NHCKQVLOMWGHIK,NHCKQVLOMWGHIK,1,7,enveda-180
NHCMCICDNZMUJR,NHCMCICDNZMUJR,2,10,pluskal_ms2;gnps
NHCNMTZPLMMBEH,NHCNMTZPLMMBEH,1,12,enveda-180
NHCOVVSDXSOZFQ,NHCOVVSDXSOZFQ,1,2,enveda-180
NHCOXYAYFYYVAY,NHCOXYAYFYYVAY,1,5,enveda-180
NHCOZYCTMVSTJS,NHCOZYCTMVSTJS,1,5,enveda-180
NHCQVGSKWGOANC,NHCQVGSKWGOANC,1,1,gnps
NHCTVQJSTWXMPT,NHCTVQJSTWXMPT,2,35,pluskal_ms2;gnps
NHCUHDJVBAQLLF,NHCUHDJVBAQLLF,4,8,massbank;mona;msdial;riken
NHCWDYBBYVBMTI,NHCWDYBBYVBMTI,1,7,enveda-180
NHCWFPNLVOUEEU,NHCWFPNLVOUEEU,1,16,enveda-180
NHCWVVIAGIPADY,NHCWVVIAGIPADY,1,8,enveda-180
NHCXHEBHCBTBEO,NHCXHEBHCBTBEO,1,14,enveda-180
NHCYFXBYRVYEIT,NHCYFXBYRVYEIT,1,5,enveda-180
NHCZPTZVTDTHFO,NHCZPTZVTDTHFO,1,3,enveda-180
NHDAODMDJJOALZ,NHDAODMDJJOALZ,1,8,enveda-180
NHDBRLVSPFYGDU,NHDBRLVSPFYGDU,1,5,pluskal_ms2
NHDDQIFMGUGTLS,NHDDQIFMGUGTLS,1,7,enveda-180
NHDFORDYFGNMOC,NHDFORDYFGNMOC,1,8,enveda-180
NHDGDKUSNKCDAB,NHDGDKUSNKCDAB,1,4,gnps
NHDGVGMLJHZPSE,NHDGVGMLJHZPSE,1,8,enveda-180
NHDHBNLRGFTKKI,NHDHBNLRGFTKKI,1,11,enveda-180
NHDHVHZZCFYRSB,NHDHVHZZCFYRSB,7,72,gnps;massbank;riken;mona;pluskal_ms2;msdial;masaryk
NHDITWDZWQRZHH,NHDITWDZWQRZHH,1,7,enveda-180
NHDLFFOIMDBZAT,NHDLFFOIMDBZAT,1,20,enveda-180
NHDLXYJWROBFLW,NHDLXYJWROBFLW,1,4,enveda-180
NHDMASOUXUISJO,NHDMASOUXUISJO,1,5,enveda-180
NHDMKBMYKKXOEI,NHDMKBMYKKXOEI,1,2,enveda-180
NHDMXTPRTYHCFH,NHDMXTPRTYHCFH,1,8,enveda-180
NHDNCVMNPVYOBV,NHDNCVMNPVYOBV,1,8,enveda-180
NHDNHPQEDOSNEK,NHDNHPQEDOSNEK,1,8,enveda-180
NHDPLZCGBKBEJU,NHDPLZCGBKBEJU,1,7,enveda-180
NHDUYDYDVSVTDE,NHDUYDYDVSVTDE,1,5,pluskal_ms2
NHDZGSQBHNFEQY,NHDZGSQBHNFEQY,1,11,enveda-180
NHDZMYRIHLEOOT,NHDZMYRIHLEOOT,1,18,pluskal_ms2
NHEAUTAVFUYENI,NHEAUTAVFUYENI,1,5,pluskal_ms2
NHEAVXKWJAJIDX,NHEAVXKWJAJIDX,1,8,enveda-180
NHEBXUGDQJUJJE,NHEBXUGDQJUJJE,1,2,spectraverse
NHECEAVYEPDQKK,NHECEAVYEPDQKK,1,6,enveda-180
NHECLLGDCASTOS,NHECLLGDCASTOS,1,8,pluskal_ms2
NHEDTYNETKCETQ,NHEDTYNETKCETQ,1,3,enveda-180
NHEGYDMEFDPAEY,NHEGYDMEFDPAEY,1,10,spectraverse
NHELABWDSXFANK,NHELABWDSXFANK,1,4,enveda-180
NHELAESNKHKIBX,NHELAESNKHKIBX,1,6,pluskal_ms2
NHELSJDZFYKPCR,NHELSJDZFYKPCR,1,3,enveda-180
NHEMQBHHQZAHQY,NHEMQBHHQZAHQY,1,1,gnps
NHENDEQNZQYKCV,NHENDEQNZQYKCV,1,5,enveda-180
NHENOVVXOQTHDV,NHENOVVXOQTHDV,1,3,enveda-180
NHEPXLNCFOSPHI,NHEPXLNCFOSPHI,1,3,enveda-180
NHEQXETUCSHQLR,NHEQXETUCSHQLR,1,11,enveda-180
NHERZMGCXIQHGN,NHERZMGCXIQHGN,1,5,enveda-180
NHESZLAWXPPDKS,NHESZLAWXPPDKS,1,7,enveda-180
NHEUXJGZVUCQQK,NHEUXJGZVUCQQK,1,3,enveda-180
NHEVXXPJPLXEFL,NHEVXXPJPLXEFL,1,3,enveda-180
NHEXHXVQNPDUNC,NHEXHXVQNPDUNC,1,8,enveda-180
NHEZHIHNQFGRQK,NHEZHIHNQFGRQK,1,9,enveda-180
NHFABZZSEOXRPX,NHFABZZSEOXRPX,1,1,gnps
NHFAPEWCRLXKFE,NHFAPEWCRLXKFE,2,14,pluskal_ms2;gnps
NHFAQWJWKKZHGW,NHFAQWJWKKZHGW,1,10,enveda-180
NHFBHGIIEZLBEM,NHFBHGIIEZLBEM,1,11,enveda-180
NHFBLDXIXYCZCO,NHFBLDXIXYCZCO,1,2,gnps
NHFBZKDNOHBTOX,NHFBZKDNOHBTOX,1,6,spectraverse
NHFDRBXTEDBWCZ,ALZZTTUOVWHDKW,2,10,gnps;pluskal_ms2
NHFGEHLUROYMEB,NHFGEHLUROYMEB,1,1,gnps
NHFGTIHEHZAKPK,NHFGTIHEHZAKPK,1,2,enveda-180
NHFNFQVWLUCZIN,NHFNFQVWLUCZIN,1,8,spectraverse
NHFQLQSZUFFVNM,NHFQLQSZUFFVNM,1,7,enveda-180
NHFRSBPUGTUMDL,NHFRSBPUGTUMDL,1,5,enveda-180
NHFUGOACZTUWFD,NHFUGOACZTUWFD,1,8,pluskal_ms2
NHFUWAXKFHKNPY,NHFUWAXKFHKNPY,1,5,enveda-180
NHFVPPWGQHHYAM,NHFVPPWGQHHYAM,1,3,gnps
NHFWTUKILXALDA,NHFWTUKILXALDA,1,8,enveda-180
NHFYERVGOUKXIK,NHFYERVGOUKXIK,1,1,spectraverse
NHFZEBYQKZDBGV,NHFZEBYQKZDBGV,1,8,enveda-180
NHFZSLSEQMOHPY,NHFZSLSEQMOHPY,2,9,pluskal_ms2;gnps
NHGCTNJWULEWOO,NHGCTNJWULEWOO,1,5,enveda-180
NHGDWOYFAMCOKH,NHGDWOYFAMCOKH,1,7,enveda-180
NHGJVSNNZAUFBR,NHGJVSNNZAUFBR,1,4,enveda-180
NHGLOBIXYFZEPG,NHGLOBIXYFZEPG,1,3,enveda-180
NHGLQDRJPFWOSJ,NHGLQDRJPFWOSJ,1,9,enveda-180
NHGLUYOLSDKVOB,NHGLUYOLSDKVOB,1,8,enveda-180
NHGNXOCEBHGCQH,NHGNXOCEBHGCQH,1,4,enveda-180
NHGPKWVQUSODTO,NHGPKWVQUSODTO,1,3,enveda-180
NHGPZCOSHFLEOD,NHGPZCOSHFLEOD,1,3,enveda-180
NHGQLNVVVOVPGH,NHGQLNVVVOVPGH,1,12,enveda-180
NHGSDFPUBFEEAX,NHGSDFPUBFEEAX,1,5,enveda-180
NHGWFBWRZRHVMR,NHGWFBWRZRHVMR,1,8,enveda-180
NHGZFQFMNQYIKK,NHGZFQFMNQYIKK,1,9,enveda-180
NHHCZYWVBRHSSB,NHHCZYWVBRHSSB,1,2,spectraverse
NHHGGMFSLITSLS,NHHGGMFSLITSLS,1,11,gnps
NHHGQRORUGMFFT,NHHGQRORUGMFFT,1,8,enveda-180
NHHICMQKWPOCHT,NHHICMQKWPOCHT,1,4,enveda-180
NHHKFJCWLPPNCN,NHHKFJCWLPPNCN,1,22,riken
NHHKQCWSQIPXGK,NHHKQCWSQIPXGK,1,7,pluskal_ms2
NHHOJVLWQWYOTJ,NHHOJVLWQWYOTJ,1,1,enveda-180
NHHPDCUPDMEJMF,NHHPDCUPDMEJMF,1,2,enveda-180
NHHQJBCNYHBUSI,NHHQJBCNYHBUSI,2,18,pluskal_ms2;gnps
NHHSLXLRJCOLKL,NHHSLXLRJCOLKL,1,11,enveda-180
NHHVCTMPYJVEQF,NHHVCTMPYJVEQF,1,5,enveda-180
NHHVJAJMSGDMNY,NHHVJAJMSGDMNY,1,6,enveda-180
NHHVWRUHEKCIDN,NHHVWRUHEKCIDN,1,7,pluskal_ms2
NHHXJXXBCNPEHE,NHHXJXXBCNPEHE,1,9,enveda-180
NHHZVDYZGQQMHJ,NHHZVDYZGQQMHJ,1,10,enveda-180
NHIANIMXTFZLKV,NHIANIMXTFZLKV,1,7,enveda-180
NHIBFDACNYEWCB,NHIBFDACNYEWCB,1,4,enveda-180
NHICTGPJMRCKAC,NHICTGPJMRCKAC,3,31,pluskal_ms2;enveda-180;gnps
NHIDIJIYNPRIRJ,NHIDIJIYNPRIRJ,1,7,enveda-180
NHIDLDZYTWJHHD,NHIDLDZYTWJHHD,3,26,pluskal_ms2;enveda-180;gnps
NHIFSQWWZIMJQS,NHIFSQWWZIMJQS,1,8,enveda-180
NHIGRLHOELHRAW,NHIGRLHOELHRAW,1,8,pluskal_ms2
NHIITQDWJPYJOH,NHIITQDWJPYJOH,1,6,enveda-180
NHIIUGTWMUMUFL,NHIIUGTWMUMUFL,1,4,enveda-180
NHIJCTHPXLPORC,NHIJCTHPXLPORC,1,1,riken
NHIJPYLRSMZHBE,NHIJPYLRSMZHBE,1,8,gnps
NHIJVYDDVYIZMT,NHIJVYDDVYIZMT,1,3,enveda-180
NHINYFYEUHIUPN,NHINYFYEUHIUPN,1,11,enveda-180
NHIUHXJRYHEXDJ,NHIUHXJRYHEXDJ,1,12,enveda-180
NHIVBKRVMKEWJL,NHIVBKRVMKEWJL,1,4,enveda-180
NHIZPBIABGSJCL,NHIZPBIABGSJCL,1,14,enveda-180
NHJAULHSABATAP,NHJAULHSABATAP,1,3,enveda-180
NHJFEXZXSCFYRX,NHJFEXZXSCFYRX,1,1,gnps
NHJHKGJPVQFCSJ,NHJHKGJPVQFCSJ,1,2,gnps
NHJHOFOMAXWDDU,NHJHOFOMAXWDDU,1,8,pluskal_ms2
NHJHSSHQIYZFFB,NHJHSSHQIYZFFB,1,9,enveda-180
NHJHYHQKHKRTBI,NHJHYHQKHKRTBI,1,3,enveda-180
NHJIOAZVNOZNRF,NHJIOAZVNOZNRF,1,16,enveda-180
NHJKFVJKNHJJFX,NHJKFVJKNHJJFX,1,6,enveda-180
NHJKPPWZCOSFRX,NHJKPPWZCOSFRX,1,4,enveda-180
NHJPKJWZJSPIKS,NHJPKJWZJSPIKS,3,31,pluskal_ms2;enveda-180;gnps
NHJPSOSRNVAWTI,NHJPSOSRNVAWTI,1,4,enveda-180
NHJRUKIDKMLZMQ,NHJRUKIDKMLZMQ,1,5,enveda-180
NHJSUPIUSBIAHQ,NHJSUPIUSBIAHQ,2,9,pluskal_ms2;gnps
NHJSWORVNIOXIT,NHJSWORVNIOXIT,2,9,pluskal_ms2;gnps
NHJTYAIRLKNAOW,NHJTYAIRLKNAOW,1,2,enveda-180
NHJUHZBBDMRCBS,NHJUHZBBDMRCBS,1,3,enveda-180
NHJUWKZZWUMQLO,NHJUWKZZWUMQLO,1,6,enveda-180
NHKBJXIJEWWZAD,NHKBJXIJEWWZAD,1,6,enveda-180
NHKBRZHUVBQBLT,NHKBRZHUVBQBLT,1,3,enveda-180
NHKCCADZVLTPPO,NHKCCADZVLTPPO,5,126,riken;mona;gnps;pluskal_ms2;msdial
NHKDBAHHZRETEH,NHKDBAHHZRETEH,1,10,enveda-180
NHKDCOVCXWNHET,NHKDCOVCXWNHET,1,10,enveda-180
NHKFIGQWDYSCFI,NHKFIGQWDYSCFI,1,10,enveda-180
NHKFQPDGTLYCSG,NHKFQPDGTLYCSG,1,8,pluskal_ms2
NHKHHWNGNKGIGZ,NHKHHWNGNKGIGZ,1,8,enveda-180
NHKHQIYIBILOPY,NHKHQIYIBILOPY,1,8,enveda-180
NHKKWALZMOOHPF,NHKKWALZMOOHPF,1,13,enveda-180
NHKQMYJXVSKWGE,NHKQMYJXVSKWGE,1,8,enveda-180
NHKRVLNEHTYPJJ,NHKRVLNEHTYPJJ,1,7,enveda-180
NHKSHTXPSRHNGB,NHKSHTXPSRHNGB,2,9,pluskal_ms2;gnps
NHKVDQVIWPKAQY,NHKVDQVIWPKAQY,1,3,enveda-180
NHKVWCBOADZUMC,NHKVWCBOADZUMC,1,1,enveda-180
NHKWRRHZTGQJMT,NHKWRRHZTGQJMT,4,23,massbank;mona;riken;gnps
NHKXIOWGLNGOSB,NHKXIOWGLNGOSB,2,17,pluskal_ms2;gnps
NHKZERUVXCVTOG,NHKZERUVXCVTOG,1,15,enveda-180
NHKZSTHOYNWEEZ,NHKZSTHOYNWEEZ,1,7,gnps
NHLATNGZFCVBIO,NHLATNGZFCVBIO,2,25,pluskal_ms2;gnps
NHLBOKNHQIEJIH,BMUMTRMJEUUADQ,3,9,riken;msdial;mona
NHLDRCPXQSNNPA,NHLDRCPXQSNNPA,1,3,enveda-180
NHLHAXYOAXALMB,NHLHAXYOAXALMB,1,1,gnps
NHLIGLKABCEYBB,NHLIGLKABCEYBB,1,21,pluskal_ms2
NHLILUQEWFNAAI,NHLILUQEWFNAAI,1,12,enveda-180
NHLKHIRLMCJNNR,NHLKHIRLMCJNNR,1,5,enveda-180
NHLNXUIFLMRIPP,NHLNXUIFLMRIPP,1,7,enveda-180
NHLONSHEHUJTGX,NHLONSHEHUJTGX,1,9,enveda-180
NHLPMACTJSEQJO,NHLPMACTJSEQJO,3,29,pluskal_ms2;enveda-180;gnps
NHLRRFHNJPZHOG,NHLRRFHNJPZHOG,1,8,enveda-180
NHLUVTZJQOJKCC,NHLUVTZJQOJKCC,1,1,spectraverse
NHLVDUNDDXDOHW,NHLVDUNDDXDOHW,1,3,enveda-180
NHLVTOZHHUKGNO,NHLVTOZHHUKGNO,1,2,gnps
NHLXXPJAOBCEDL,NHLXXPJAOBCEDL,1,4,enveda-180
NHLYIGSVFZMAAE,NHLYIGSVFZMAAE,1,7,pluskal_ms2
NHLZJMVCODHFCQ,NHLZJMVCODHFCQ,1,12,enveda-180
NHMAKEFRDSMFNJ,NHMAKEFRDSMFNJ,1,9,enveda-180
NHMCUHWMLNPVOH,NHMCUHWMLNPVOH,1,4,enveda-180
NHMFKPZOSYMIRO,NHMFKPZOSYMIRO,1,8,enveda-180
NHMHNEBFSLYSKY,NHMHNEBFSLYSKY,1,6,enveda-180
NHMIZLSLXVYTTL,NHMIZLSLXVYTTL,1,2,gnps
NHMKAZAKXWZCPT,NHMKAZAKXWZCPT,1,8,enveda-180
NHMLGOHGQPARLK,NHMLGOHGQPARLK,1,11,enveda-180
NHMMAMIRMITGRD,NHMMAMIRMITGRD,3,3,gnps;msdial;riken
NHMMQABWXRNWEO,NHMMQABWXRNWEO,1,10,enveda-180
NHMMWMCYRKEGBP,NHMMWMCYRKEGBP,1,4,enveda-180
NHMQBJWEINFGHT,NHMQBJWEINFGHT,1,4,enveda-180
NHMQVPWHKNLOJM,NHMQVPWHKNLOJM,1,3,enveda-180
NHMREQXDBWKUBI,NHMREQXDBWKUBI,1,4,enveda-180
NHMRMJIPHGTNNQ,NHMRMJIPHGTNNQ,1,2,enveda-180
NHMRRVMIDZMGND,NHMRRVMIDZMGND,1,2,gnps
NHMRXNKSLSMJNP,NHMRXNKSLSMJNP,1,7,enveda-180
NHMSEMKTDAYSGW,NHMSEMKTDAYSGW,1,1,riken
NHMWIFBGXNKFJO,NHMWIFBGXNKFJO,1,8,enveda-180
NHMWJPNTGBHJFJ,NHMWJPNTGBHJFJ,1,3,enveda-180
NHMXSLQIISXSND,NHMXSLQIISXSND,1,10,pluskal_ms2
NHMYITQBBRMQII,NHMYITQBBRMQII,1,1,enveda-180
NHMYYRVTKZVSQJ,NHMYYRVTKZVSQJ,1,7,enveda-180
NHMZLXKHMBKMSI,NHMZLXKHMBKMSI,1,4,enveda-180
NHNFWACSJQAMDR,NHNFWACSJQAMDR,1,5,pluskal_ms2
NHNHZSFLINURKP,NHNHZSFLINURKP,1,14,pluskal_ms2
NHNICQKQJBAOLO,NHNICQKQJBAOLO,1,7,enveda-180
NHNIEBWEXISSOM,NHNIEBWEXISSOM,1,7,enveda-180
NHNIGXSDNQMGNS,NHNIGXSDNQMGNS,1,3,enveda-180
NHNIQTSMWUOTRK,NHNIQTSMWUOTRK,1,9,enveda-180
NHNKBSPYSFVLAI,NHNKBSPYSFVLAI,2,17,pluskal_ms2;gnps
NHNKGIWOFWILRI,NHNKGIWOFWILRI,1,12,enveda-180
NHNMCGWKNVVJMF,NHNMCGWKNVVJMF,1,4,enveda-180
NHNMZGQJXPBSMT,NHNMZGQJXPBSMT,2,14,pluskal_ms2;gnps
NHNODHRSCRALBF,NHNODHRSCRALBF,2,2,mona;riken
NHNOJEFBYBWTOK,NHNOJEFBYBWTOK,1,5,enveda-180
NHNQPQXKHAPDIA,NHNQPQXKHAPDIA,1,11,enveda-180
NHNTVWPWBZSEAY,NHNTVWPWBZSEAY,1,6,enveda-180
NHNVJVQSGOAIEB,NHNVJVQSGOAIEB,1,9,enveda-180
NHNXJYYEQLVCAZ,NHNXJYYEQLVCAZ,1,1,gnps
NHOAPBDJLTVWPF,NHOAPBDJLTVWPF,1,9,enveda-180
NHOBDCLWIZSBIJ,NHOBDCLWIZSBIJ,1,1,gnps
NHOFKGCJGRPNRH,NHOFKGCJGRPNRH,1,4,enveda-180
NHOIBRJOQAYBJT,NHOIBRJOQAYBJT,5,71,mona;riken;gnps;msdial;pluskal_ms2
NHOLKZBJHCVNPG,NHOLKZBJHCVNPG,1,2,enveda-180
NHOLNUWIUAVBOF,NHOLNUWIUAVBOF,1,8,enveda-180
NHOLXJVAHGGMDB,NHOLXJVAHGGMDB,1,4,enveda-180
NHOMQQNHVVFPNU,NHOMQQNHVVFPNU,1,5,enveda-180
NHONZCDUVPJNLT,NHONZCDUVPJNLT,1,12,enveda-180
NHOONBFZUMWOFW,NHOONBFZUMWOFW,1,5,spectraverse
NHOPNVPRJXDQIX,NHOPNVPRJXDQIX,1,8,enveda-180
NHOQTIBIYZWRRG,NHOQTIBIYZWRRG,1,4,enveda-180
NHORNXQGWOEPGX,NHORNXQGWOEPGX,1,6,enveda-180
NHOSRQYEWFZRRH,NHOSRQYEWFZRRH,1,3,enveda-180
NHOUNZMCSIHKHJ,NHOUNZMCSIHKHJ,1,6,gnps
NHOWDZOIZKMVAI,NHOWDZOIZKMVAI,5,75,massbank;gnps;riken;mona;masaryk
NHOWESUUZTYOGB,NHOWESUUZTYOGB,1,4,enveda-180
NHOWLEZFTHYCTP,NHOWLEZFTHYCTP,1,1,gnps
NHOYOCJTNGIBMG,NHOYOCJTNGIBMG,1,4,enveda-180
NHOYSGSOIZJSEC,NHOYSGSOIZJSEC,1,1,gnps
NHOZWQOPOLBTHQ,NHOZWQOPOLBTHQ,1,1,gnps
NHPBYMFQSUHYPK,NHPBYMFQSUHYPK,1,2,gnps
NHPCAJAQFNDASZ,NHPCAJAQFNDASZ,1,7,enveda-180
NHPCMAPGYFSJGG,NHPCMAPGYFSJGG,1,7,pluskal_ms2
NHPDQPACTIHEGT,NHPDQPACTIHEGT,2,16,pluskal_ms2;gnps
NHPGXXVLGIRGKJ,NHPGXXVLGIRGKJ,1,4,enveda-180
NHPHBKPUNVNRFX,NHPHBKPUNVNRFX,1,7,enveda-180
NHPHIXMVTFYDKL,NHPHIXMVTFYDKL,1,4,enveda-180
NHPIBZBIUNYEFQ,NHPIBZBIUNYEFQ,1,4,enveda-180
NHPIFRMWVRPARM,NHPIFRMWVRPARM,1,8,enveda-180
NHPJDVPMZLAPLA,NHPJDVPMZLAPLA,1,1,spectraverse
NHPKQDANTNVTBS,NHPKQDANTNVTBS,1,3,enveda-180
NHPLYQZRDFQFSY,NHPLYQZRDFQFSY,1,10,pluskal_ms2
NHPNIKRKKBTEQH,NHPNIKRKKBTEQH,1,7,enveda-180
NHPNPGRWUFENKK,NHPNPGRWUFENKK,1,8,pluskal_ms2
NHPNTFBYLUZMAP,NHPNTFBYLUZMAP,1,8,enveda-180
NHPOKWPHLJNGET,NHPOKWPHLJNGET,1,9,enveda-180
NHPPCDZCRMDZNC,NHPPCDZCRMDZNC,2,14,pluskal_ms2;gnps
NHPPNECEJMWCAG,NHPPNECEJMWCAG,1,3,enveda-180
NHPQDODYGXHJOU,NHPQDODYGXHJOU,1,3,enveda-180
NHPQPWHUFIHQNT,NHPQPWHUFIHQNT,1,9,enveda-180
NHPQWASOTZEUSI,NHPQWASOTZEUSI,1,10,enveda-180
NHPRYTIPYACGEJ,NHPRYTIPYACGEJ,1,3,enveda-180
NHPSYHLRXGVWET,NHPSYHLRXGVWET,1,9,enveda-180
NHPUEUZKKCMTGU,NHPUEUZKKCMTGU,1,8,enveda-180
NHPYUGIGERSUPG,NHPYUGIGERSUPG,1,2,spectraverse
NHQAHQFZWKFZLP,NHQAHQFZWKFZLP,1,8,enveda-180
NHQCBCFHSBCPOB,NHQCBCFHSBCPOB,1,2,mona
NHQDEWWEJXWZKE,NHQDEWWEJXWZKE,1,11,enveda-180
NHQFOBCVYZKXEU,NHQFOBCVYZKXEU,1,6,enveda-180
NHQNKQHKTGRXHW,NHQNKQHKTGRXHW,1,9,enveda-180
NHQOFJQFPDTMCR,NHQOFJQFPDTMCR,2,10,pluskal_ms2;gnps
NHQOGEHHUMQEAI,NHQOGEHHUMQEAI,2,22,pluskal_ms2;gnps
NHQPAXHWEYEJAG,NHQPAXHWEYEJAG,1,3,enveda-180
NHQPQVFEWMYGRF,NHQPQVFEWMYGRF,1,7,enveda-180
NHQSITDXRLKZHT,NHQSITDXRLKZHT,1,8,enveda-180
NHQTYPRDDSGTNA,NHQTYPRDDSGTNA,1,3,enveda-180
NHQVKGNHUQASQN,NHQVKGNHUQASQN,1,5,enveda-180
NHQXRTLXCADMEB,NHQXRTLXCADMEB,1,1,gnps
NHRAUCHSLVVFDJ,NHRAUCHSLVVFDJ,1,6,enveda-180
NHRDXNPFZHPIPN,NHRDXNPFZHPIPN,1,17,enveda-180
NHRFTZYANCXZIC,NHRFTZYANCXZIC,3,3,gnps;massbank;riken
NHRGFRMJHGIUHC,NHRGFRMJHGIUHC,1,12,enveda-180
NHRGKZIQNOIRAL,NHRGKZIQNOIRAL,1,13,enveda-180
NHRIWFBGYCNGQC,NHRIWFBGYCNGQC,1,29,pluskal_ms2
NHRJKINGOLWADO,NHRJKINGOLWADO,1,7,enveda-180
NHRLALACKLELGV,NHRLALACKLELGV,1,4,enveda-180
NHRMICRVZTVAJK,NHRMICRVZTVAJK,1,7,enveda-180
NHROVPMIKWUTLY,NHROVPMIKWUTLY,1,4,enveda-180
NHRQUXDGKCYNJC,NHRQUXDGKCYNJC,3,26,pluskal_ms2;enveda-180;gnps
NHRRRCTUKSZSDF,NHRRRCTUKSZSDF,1,3,enveda-180
NHRUVKHGKRXGIZ,NHRUVKHGKRXGIZ,1,3,enveda-180
NHRWGVGYQRCQRQ,NHRWGVGYQRCQRQ,1,14,enveda-180
NHRXJQNGZFFCQF,NHRXJQNGZFFCQF,1,8,enveda-180
NHRZKPRMGXJSET,NHRZKPRMGXJSET,1,1,spectraverse
NHRZXUAOOSXLST,NHRZXUAOOSXLST,1,8,enveda-180
NHSAIUGMGIYJAA,NHSAIUGMGIYJAA,1,8,enveda-180
NHSAJLWKVUFBBQ,NHSAJLWKVUFBBQ,1,3,enveda-180
NHSFQIHOYMIPMW,NHSFQIHOYMIPMW,1,6,gnps
NHSIMNZVWMJRDP,NHSIMNZVWMJRDP,1,2,enveda-180
NHSJKBWBXNSWLY,NHSJKBWBXNSWLY,1,7,pluskal_ms2
NHSKFOMQUXHZRN,NHSKFOMQUXHZRN,1,3,enveda-180
NHSNBHHNTROWRW,NHSNBHHNTROWRW,1,3,enveda-180
NHSNYESFRURECR,NHSNYESFRURECR,1,4,enveda-180
NHSPEWURNOTYDQ,NHSPEWURNOTYDQ,1,8,enveda-180
NHSRAMOIMRTZLO,NHSRAMOIMRTZLO,2,18,pluskal_ms2;gnps
NHSUTAWYBQLTBU,NHSUTAWYBQLTBU,1,11,enveda-180
NHSVOVCCJSIHHE,NHSVOVCCJSIHHE,1,9,enveda-180
NHSXUPDKZFMGKN,NHSXUPDKZFMGKN,2,9,pluskal_ms2;gnps
NHSYRLGYQZLEEL,NHSYRLGYQZLEEL,1,13,pluskal_ms2
NHTAQEQJTMLKTF,NHTAQEQJTMLKTF,1,3,enveda-180
NHTFLYKPEGXOAN,NHTFLYKPEGXOAN,1,8,massbank
NHTGHBARYWONDQ,NHTGHBARYWONDQ,2,10,pluskal_ms2;gnps
NHTHHXLBLJWNNY,NHTHHXLBLJWNNY,1,8,enveda-180
NHTJMINRIIHDEM,NHTJMINRIIHDEM,1,2,enveda-180
NHTJPKMTKWALNT,NHTJPKMTKWALNT,1,4,enveda-180
NHTKGYOMICWFQZ,NHTKGYOMICWFQZ,2,39,pluskal_ms2;gnps
NHTNGZRRMJTBBB,NHTNGZRRMJTBBB,1,3,enveda-180
NHTPKPRYOWYOBQ,NHTPKPRYOWYOBQ,1,4,enveda-180
NHTRDIKAENEFFJ,NHTRDIKAENEFFJ,1,3,enveda-180
NHTSBSMREALZNX,NHTSBSMREALZNX,1,4,enveda-180
NHTSCOALBVEOLD,NHTSCOALBVEOLD,1,8,enveda-180
NHTUXVLLXPQAMQ,NHTUXVLLXPQAMQ,1,4,enveda-180
NHTWRECCLOASMQ,NHTWRECCLOASMQ,1,8,pluskal_ms2
NHTXXNHMZGOTGQ,NHTXXNHMZGOTGQ,1,22,spectraverse
NHTYHAYMVAPXDG,NHTYHAYMVAPXDG,1,2,enveda-180
NHUBEBYVUBHRSP,NHUBEBYVUBHRSP,1,6,enveda-180
NHUBFXAGAYRVAF,NHUBFXAGAYRVAF,1,2,enveda-180
NHUCBOCNPNNQCH,NHUCBOCNPNNQCH,2,13,pluskal_ms2;gnps
NHUHCSRWZMLRLA,NHUHCSRWZMLRLA,6,165,gnps;massbank;pluskal_ms2;riken;mona;drug_plus
NHUJMZMYWGFIOP,NHUJMZMYWGFIOP,1,3,gnps
NHUJZXMHDIOGPI,NHUJZXMHDIOGPI,1,5,enveda-180
NHUKFHMQBMBDHL,NHUKFHMQBMBDHL,1,6,enveda-180
NHUOKUWITXVYJA,NHUOKUWITXVYJA,1,3,gnps
