inchikey14,metric_ik14,heavy_atom_comp,tautomer_shifted
QXAUTQFAWKKNLM,QXAUTQFAWKKNLM,C10N1O2,False
QXAYJKFBMWMARF,QXAYJKFBMWMARF,C8N5O2,False
QXAYVHFIMKYRKA,QXAYVHFIMKYRKA,C20O4,False
QXAYWQUPRPLQID,QXAYWQUPRPLQID,C16N1O3,False
QXBCDUMSGWWHDO,QXBCDUMSGWWHDO,C18N3O3,False
QXBCFQBYWWNOGD,QXBCFQBYWWNOGD,C19F1N3O2S1,False
QXBDTPMLQUIUQR,QXBDTPMLQUIUQR,C19N4O1,False
QXBGVDVTBBNJGF,QXBGVDVTBBNJGF,C14N1O5,False
QXBINYFXLCXYHP,QXBINYFXLCXYHP,C20N4O1,False
QXBLZHQDWLVZAD,QXBLZHQDWLVZAD,C16F2N4O2,False
QXBOKXWXFZIJTA,QXBOKXWXFZIJTA,C25N5O1,False
QXBOTJCPJZKPHQ,QXBOTJCPJZKPHQ,C15F1N3O2,False
QXBPKPKLZCOMMH,QXBPKPKLZCOMMH,C22F1N2O3,False
QXBQZXRYCMVOLO,QXBQZXRYCMVOLO,C19N1O6,False
QXBSFWHLPLDDBY,QXBSFWHLPLDDBY,C19F1N2O3,False
QXBUGSZZZTVKDC,QXBUGSZZZTVKDC,C26F1N4O2,False
QXBUNJATDIYWNZ,QXBUNJATDIYWNZ,C22N5O1S1,False
QXBWKQLIIIHVCT,QXBWKQLIIIHVCT,C15F3N2O1,False
QXBXSNGMNUCPBO,QXBXSNGMNUCPBO,C14Cl1N4O3,False
QXBYAGLMAJIKFV,QXBYAGLMAJIKFV,C21N1O2,False
QXCBHDLITXXPJC,QXCBHDLITXXPJC,C15F1N3O3,False
QXCCBJPPXJDBSR,QXCCBJPPXJDBSR,C17N3O3,False
QXCDEFDXIXQKDJ,PNNJLBNMUVOWHB,C7N2O3,True
QXCDPABCEUFPLU,QXCDPABCEUFPLU,C18N3O2S1,False
QXCDZYWCNGOTIJ,QXCDZYWCNGOTIJ,C20N3O2,False
QXCGUTSEKJZWJD,QXCGUTSEKJZWJD,C15N4O2,False
QXCGZZUAHLWWCF,QXCGZZUAHLWWCF,C42N1O8P1,False
QXCHGFNKJGGMGX,QXCHGFNKJGGMGX,C53N1O4,False
QXCIOFWQWAGQFQ,QXCIOFWQWAGQFQ,C20N6S1,False
QXCIQNHGNSSRPI,QXCIQNHGNSSRPI,C14N4O1S2,False
QXCOJCIHBRJWEX,QXCOJCIHBRJWEX,C29N2O3,False
QXCPNGJHGBVFLO,QXCPNGJHGBVFLO,C11N1O9,False
QXCPXBIATNPSCC,QXCPXBIATNPSCC,C19N3O2,False
QXCQQWVZYLILQE,QXCQQWVZYLILQE,C20N3O4,False
QXCVJHGNGNITDR,QXCVJHGNGNITDR,C14Cl1N6,False
QXCWEMOSYWIPHI,QXCWEMOSYWIPHI,C17N3O2,False
QXCWKWHUPSDZIC,QXCWKWHUPSDZIC,C14F3N4O1,False
QXCYIYUSAIHWTD,QXCYIYUSAIHWTD,C17N5O1,False
QXCYLKVSQLQUSO,QXCYLKVSQLQUSO,C14Cl1N3O2,False
QXCZJYCCKCJFSD,QXCZJYCCKCJFSD,C43N1O7P1,False
QXDAEKSDNVPFJG,QXDAEKSDNVPFJG,C18N2O2,False
QXDBMAQVFDSDSP,QXDBMAQVFDSDSP,C12N3O3,False
QXDCDGKTWOYECG,QXDCDGKTWOYECG,C16N5O2,False
QXDDDGCNWRUEFM,QXDDDGCNWRUEFM,C46N1O8P1,False
QXDHJJWPUPFFHU,QXDHJJWPUPFFHU,C16N2O3S1,False
QXDHZICHUGEBNV,QXDHZICHUGEBNV,C14F2N1O5S1,False
QXDIEFSQNFLMCU,QXDIEFSQNFLMCU,C14N2O4S1,False
QXDIHIOKSGGXLD,QXDIHIOKSGGXLD,C23O7,False
QXDJONOJLMDIMS,QXDJONOJLMDIMS,C13Cl1F1N1O2S1,False
QXDKAHUWNTULAZ,QXDKAHUWNTULAZ,C19N3O3,False
QXDKFCMAYLZONO,QXDKFCMAYLZONO,C14N2O3S1,False
QXDOGDVLXAHMDC,QXDOGDVLXAHMDC,C18N3O3,False
QXDPTXABTYTUKY,QXDPTXABTYTUKY,C18Cl1N2O3,False
QXDQGNBOMCNXOQ,QXDQGNBOMCNXOQ,C14N4O1,False
QXDREXJIBJSOIX,QXDREXJIBJSOIX,C16N5O3,False
QXDRNPGXXKAVSE,QXDRNPGXXKAVSE,C25F1N4O3,False
QXDRQTQOURHSQI,QXDRQTQOURHSQI,C15Cl1N1O4,False
QXDSYIKDXOJZSN,QXDSYIKDXOJZSN,C33N1O4,False
QXDUDLOQRGYELV,QXDUDLOQRGYELV,C11N3O5,False
QXDWPFREKXACSB,QXDWPFREKXACSB,C14N2O4S1,False
QXDZJQWTCTUOCQ,QXDZJQWTCTUOCQ,C13N5O2S1,False
QXEANMIURHSHTH,QXEANMIURHSHTH,C21N3O4S1,False
QXEBFKPQRAJFDZ,QXEBFKPQRAJFDZ,C13F3O3S1,False
QXEBPHYAGLOUGE,QXEBPHYAGLOUGE,C13F2N1O4S1,False
QXEFIRFVRAEXLR,QXEFIRFVRAEXLR,C17N3O2,False
QXEGEYHKNDAFAW,QXEGEYHKNDAFAW,C11N2O3,False
QXEGXRFVNFGADH,QXEGXRFVNFGADH,C19N3O3,False
QXELUBYNZFACHN,QXELUBYNZFACHN,C15N4S1,False
QXEMLJKJNIDZNR,QXEMLJKJNIDZNR,C15N3O3S1,False
QXEOJVSULQNXEZ,QXEOJVSULQNXEZ,C18N4O3S1,False
QXEQBUCLPSVTFO,QXEQBUCLPSVTFO,C15N2O4S1,False
QXEUTSONLCRQHV,QXEUTSONLCRQHV,C21Cl1N1O1,False
QXEYEBOEABGCAY,QXEYEBOEABGCAY,C16Cl1N4O2,False
QXFCOFHNHCFZEF,QXFCOFHNHCFZEF,C16F2N4O2,False
QXFCWEPBFQALJZ,QXFCWEPBFQALJZ,C21N4O2,False
QXFFVYUDKNWRSO,QXFFVYUDKNWRSO,C14N2O2,False
QXFHBWXRFQHUEP,QXFHBWXRFQHUEP,Br1C15N4O1,False
QXFIBCGLBAKMQJ,QXFIBCGLBAKMQJ,C19N1O4,False
QXFISPCLZKLCOW,QXFISPCLZKLCOW,C14Cl2N3O3S1,False
QXFKBAXEZOTSPT,QXFKBAXEZOTSPT,C16F3N4O2,False
QXFMVTGSYGOMCS,QXFMVTGSYGOMCS,C15O4,False
QXFNIDXRPPEGFB,QXFNIDXRPPEGFB,C35N6O6,False
QXFNKYKHYPZFSE,QXFNKYKHYPZFSE,C19N2O1,False
QXFNQYRILNWAFQ,QXFNQYRILNWAFQ,C15N3O3S1,False
QXFQVAZXSVGOPJ,QXFQVAZXSVGOPJ,C17N5O2,False
QXFRMJZHSOYBES,QXFRMJZHSOYBES,C21N3O3,False
QXFUCLKRIVCJQP,QXFUCLKRIVCJQP,C18Cl1N4O1,False
QXFUDEILZHHQPO,QXFUDEILZHHQPO,Br1C14N3O3S2,False
QXFWTXUZBXXRIN,QXFWTXUZBXXRIN,C13F1N2O3,False
QXFYOQMVKWJBCG,QXFYOQMVKWJBCG,Br1C12N1O3,False
QXGCBOKAMPPEPO,QXGCBOKAMPPEPO,C17N5O1S2,False
QXGCEZRNELYDFM,QXGCEZRNELYDFM,C21N4O3,False
QXGGDTNBLBJSIJ,QXGGDTNBLBJSIJ,C9N2O2,False
QXGHAPOPFXYFRL,QXGHAPOPFXYFRL,C17N4O5S1,False
QXGHNJPPFQSFKA,QXGHNJPPFQSFKA,C15N2O3S2,False
QXGLAVUEBKIFBK,QXGLAVUEBKIFBK,C14N1O5S2,False
QXGLDOUPEMWIOH,QXGLDOUPEMWIOH,C15N3O4,False
QXGLLHBHSTWFKO,QXGLLHBHSTWFKO,C16F2N5O2,False
QXGLWDFFMBHOFL,QXGLWDFFMBHOFL,C25Cl1N6,False
QXGMGISDPLKBDP,QXGMGISDPLKBDP,C31N1O5,False
QXGNSDZHJQBEMC,QXGNSDZHJQBEMC,C13N6O1S1,False
QXGOCYMVBVPZMO,QXGOCYMVBVPZMO,C17F1N2O2S1,False
QXGPTMRQIVOPNP,QXGPTMRQIVOPNP,C18Cl1F1N4O2,False
QXGQQFIVKVBBIO,QXGQQFIVKVBBIO,C12N3O3,False
QXGREAZNSJHOJS,QXGREAZNSJHOJS,C22N2O3,False
QXGSLRFEBIEOHA,QXGSLRFEBIEOHA,C21F1N1O2,False
QXGSUZNSCQZRGB,QXGSUZNSCQZRGB,C17N2O4,False
QXGVEDVOTGDHGM,QXGVEDVOTGDHGM,C20N3O3,False
QXGVFUIDJVFHRX,QXGVFUIDJVFHRX,C20N4O3S1,False
QXGXAGKYTRNCMG,QXGXAGKYTRNCMG,C14N3O2S1,False
QXGXEHRAOGNIJY,QXGXEHRAOGNIJY,C12N2,False
QXGXGRMVOVZROR,QXGXGRMVOVZROR,C17N4O4,False
QXHAYACBABZXTE,QXHAYACBABZXTE,C15Cl2N1O4,False
QXHBFQYSHZFLSR,QXHBFQYSHZFLSR,C14F2N3O2S1,False
QXHBKMDYZSPZOO,QXHBKMDYZSPZOO,C19N3O2S1,False
QXHDYMUPPXAMPQ,QXHDYMUPPXAMPQ,C8N1O1,False
QXHGDNPWPQLRBC,QXHGDNPWPQLRBC,C19F1N5O1,False
QXHHHPZILQDDPS,QXHHHPZILQDDPS,C16Cl3N2O1S1,False
QXHINHYHWGLCDY,QXHINHYHWGLCDY,C20N4O3S1,False
QXHKOAFPHACWER,QXHKOAFPHACWER,C22F1N2O3,False
QXHLOGXKKIKXJB,QXHLOGXKKIKXJB,C16N1O2,False
QXHLRJXVTHWTGL,QXHLRJXVTHWTGL,C13F3N4O2,False
QXHMJZVYCSLXKR,QXHMJZVYCSLXKR,C13N3O2,False
QXHQDOXKUWAPCH,QXHQDOXKUWAPCH,C38O11,False
QXHSKHFGTMMEGH,QXHSKHFGTMMEGH,C41O12S1,False
QXHVPXKCJISFLG,QXHVPXKCJISFLG,C19Cl1N3O2S1,False
QXICPXHGBDSDIA,QXICPXHGBDSDIA,C17F1N2O1S1,False
QXIDEOUBEOCNIB,QXIDEOUBEOCNIB,C19N3O2,False
QXIGAOIEYBYUMY,QXIGAOIEYBYUMY,C17N4O2,False
QXIIJMJOZFVQKO,QXIIJMJOZFVQKO,C18N5O2,False
QXIILUQTJTZLEY,QXIILUQTJTZLEY,C17N3O4,False
QXIIOQNRKYNGSN,QXIIOQNRKYNGSN,C13Cl1N4O2S1,False
QXIJYBDOBQDERG,QXIJYBDOBQDERG,C15F3N2O2S1,False
QXINAOSLRBGEQK,QXINAOSLRBGEQK,C18N4O2,False
QXINOZHIOMFXOR,QXINOZHIOMFXOR,C24N2O4S1,False
QXIOOLKMDGNHEY,QXIOOLKMDGNHEY,C49O5,False
QXIPXNZUEQYPLZ,QXIPXNZUEQYPLZ,C22O11,False
QXIRGHDDMKXPSQ,QXIRGHDDMKXPSQ,C14N5O3,False
QXIUMVUWNFLLPT,QXIUMVUWNFLLPT,C17N4O2,False
QXIWSVLADFFIND,QXIWSVLADFFIND,C17Cl1N4O2,False
QXIXAUPWECGHOS,QXIXAUPWECGHOS,C18N3O4,False
QXIXVQWVRNUKFO,QXIXVQWVRNUKFO,C18N5O2,False
QXIYCQUWOIDLEB,QXIYCQUWOIDLEB,C22F2N3O2,False
QXJBTQVOLVTHAA,QXJBTQVOLVTHAA,C12N2O5S2,False
QXJCLIZMYIHXHO,QXJCLIZMYIHXHO,C16N4O1,False
QXJCOPITNGTALI,QXJCOPITNGTALI,C4F9O1,False
QXJGWCJMGHLJMU,QXJGWCJMGHLJMU,C19N2O4,False
QXJIAVLAECMWQQ,QXJIAVLAECMWQQ,C20F3N1O3,False
QXJKBPAVAHBARF,QXJKBPAVAHBARF,C13Cl2N1O2,False
QXJLTPHOQGYDBU,QXJLTPHOQGYDBU,C17F1N3O2,False
QXJMJIYWILYCJT,QXJMJIYWILYCJT,C17N2O5,False
QXJNNZYVIBEPLQ,QXJNNZYVIBEPLQ,C16N2O3,False
QXJOMZCGKVFROX,QXJOMZCGKVFROX,C18F1N3O2S1,False
QXJQRYRNFDBUKH,QXJQRYRNFDBUKH,C12Cl1N5O2,False
QXJRYWIGNOUHKA,QXJRYWIGNOUHKA,C22N6O2,False
QXJUGYHFVIFQFB,QXJUGYHFVIFQFB,C15N3O2,False
QXJVYVFVZSBTIW,QXJVYVFVZSBTIW,C14Cl2N1O5,False
QXKAPYKUJJCKBK,QXKAPYKUJJCKBK,C12Cl1N2O3S2,False
QXKDUYVEPWVFRW,QXKDUYVEPWVFRW,C16N3O2,False
QXKHLZXQORMNRO,QXKHLZXQORMNRO,C18N3O3,False
QXKHYNVANLEOEG,QXKHYNVANLEOEG,C12O4,False
QXKJVJDWLKHZJE,QXKJVJDWLKHZJE,C53N7O13,False
QXKKRGMRXXMDDP,UKUDZBHSBMEUCJ,C20O10,True
QXKLJMDFDJGCMF,QXKLJMDFDJGCMF,C17F3N3O2,False
QXKLRCVYFGYJAB,QXKLRCVYFGYJAB,C17N5O1,False
QXKNTGBJPLXFFC,QXKNTGBJPLXFFC,C15N3O4,False
QXKRKBQCCIJPCL,QXKRKBQCCIJPCL,C17N4O3,False
QXKSAHIOJCXJAV,QXKSAHIOJCXJAV,C15N4O2S1,False
QXKUNXFGJVGFLF,QXKUNXFGJVGFLF,C15N6O2,False
QXKUVZHLPROBRV,QXKUVZHLPROBRV,C13N3O4S1,False
QXKVGZUPZMQWHE,QXKVGZUPZMQWHE,C17N4O3S1,False
QXKWEDVUNMVLCZ,QXKWEDVUNMVLCZ,C18N4O3,False
QXKWLYQOKWPPKZ,QXKWLYQOKWPPKZ,C15N2O3S1,False
QXKWQOZRHZEHCT,QXKWQOZRHZEHCT,C17N3O3,False
QXKWXKBTYGHBMK,QXKWXKBTYGHBMK,C21N2O2,False
QXKXHOSRJREABJ,QXKXHOSRJREABJ,C26N3O5,False
QXKXXMCZOWSYMU,QXKXXMCZOWSYMU,C17F1N2O3S1,False
QXKZLROAAVYFRT,QXKZLROAAVYFRT,C18N2O2,False
QXKZSXIIHRWSJB,QXKZSXIIHRWSJB,C18N6O1,False
QXLIEMMFUZZMJL,QXLIEMMFUZZMJL,C16N2O4,False
QXLJHQXHGUNHBR,QXLJHQXHGUNHBR,C22N4O2,False
QXLJOBRSTCFLMC,QXLJOBRSTCFLMC,C27F3N8O1S1,False
QXLMAEJTSVXINX,QXLMAEJTSVXINX,C15N1O2S1,False
QXLMGTMNVWOHSE,QXLMGTMNVWOHSE,C22N3O3S1,False
QXLPHJAUIZITEO,QXLPHJAUIZITEO,C20N2O5,False
QXLQAOKGJLJVIB,QXLQAOKGJLJVIB,C17N5O1,False
QXLQVJZUMPBGKG,QXLQVJZUMPBGKG,C14F4N2O2,False
QXLSCKPZBXEHBY,QXLSCKPZBXEHBY,C13N2O4S2,False
QXLUKSLRIDHBGY,QXLUKSLRIDHBGY,C15F1N4O1S1,False
QXLWDBHZDXYXHF,QXLWDBHZDXYXHF,C12F3N4O2S1,False
QXLWRNIFAVFRQP,QXLWRNIFAVFRQP,C17Cl1N3O1,False
QXLXIUCKSCQFTF,QXLXIUCKSCQFTF,C21N3O4S2,False
QXLZMFXGMGPPHW,QXLZMFXGMGPPHW,C17O11,False
QXMDBALFEBCBEL,QXMDBALFEBCBEL,C17N2O4S1,False
QXMDVJLDKMTVKX,QXMDVJLDKMTVKX,C17N4O3,False
QXMHHXQBBKDSSL,QXMHHXQBBKDSSL,C59O6,False
QXMMVXNQGKIJEE,QXMMVXNQGKIJEE,C21N3O1,False
QXMOGQBJSZHEDW,QXMOGQBJSZHEDW,C17Cl1O4,False
QXMOSNWBQHDWMU,QXMOSNWBQHDWMU,C20N2O1S1,False
QXMPSRFQUGNTPR,QXMPSRFQUGNTPR,C15Cl1F1N4O2,False
QXMSLMYQKMOMNM,QXMSLMYQKMOMNM,C17N3O4,False
QXMUDUBKXJHSSU,QXMUDUBKXJHSSU,C40N7O10,False
QXMUQDLHOBTETK,QXMUQDLHOBTETK,C17Cl1N3O2,False
QXMWCORIGUFNRN,QXMWCORIGUFNRN,C15N3O1,False
QXMWWLCTAMIMBP,QXMWWLCTAMIMBP,C14N4O1S1,False
QXMYGTQLDHWXAE,QXMYGTQLDHWXAE,C15N4O3S1,False
QXNACSREWQXWCV,ZOQMSOSJEWBMHP,C20O8,True
QXNCNWOWGVOPRE,QXNCNWOWGVOPRE,C18N3O2,False
QXNCSBPYNQKGOM,QXNCSBPYNQKGOM,C12N2O4S1,False
QXNDBWWKGXJTFP,QXNDBWWKGXJTFP,C13N6,False
QXNHMIUVQYQLAM,QXNHMIUVQYQLAM,C17N3O3,False
QXNHSIOHSRJIKI,QXNHSIOHSRJIKI,C16N4O4,False
QXNIZEDTSOXHMD,QXNIZEDTSOXHMD,C19N5O2,False
QXNKWPSZSOASHL,QXNKWPSZSOASHL,C15N3O1,False
QXNPCXXYXAKYLH,QXNPCXXYXAKYLH,Br1C14N3O2,False
QXNPHPXRMMSYFR,QXNPHPXRMMSYFR,C17N4O2S1,False
QXNQMZUDBCHMFT,QXNQMZUDBCHMFT,C38N1O7P1,False
QXNRXFDUXYTWDN,QXNRXFDUXYTWDN,C18N3O2,False
QXNUWOJJOFPNTB,QXNUWOJJOFPNTB,C29N7O8,False
QXNWZXMBUKUYMD,QXNWZXMBUKUYMD,C40O1,False
QXNYALKSDQNMBV,KRZMJJXGKQQGEH,C20N1O1,True
QXNZXFWNCSWYHI,QXNZXFWNCSWYHI,C18N5O3,False
QXOISTKSMRLMIE,QXOISTKSMRLMIE,C14N4O3,False
QXOIYODIDVEVGC,QXOIYODIDVEVGC,C16N4O1S1,False
QXOKUMPQLATDRB,QXOKUMPQLATDRB,C16N3O2,False
QXOPTIPQEVJERB,QXOPTIPQEVJERB,C20N5O6S1,False
QXOQFJLXTGMPCK,QXOQFJLXTGMPCK,C21N4O1,False
QXOQWTXWEZIZOZ,QXOQWTXWEZIZOZ,C21N2O3,False
QXORDFNNAYMWQY,QXORDFNNAYMWQY,C19N3O3S1,False
QXOWKJMKZADLKO,QXOWKJMKZADLKO,C20N4O2S1,False
QXOXODCLNBXHKD,QXOXODCLNBXHKD,C24N1O7P1,False
QXOXPCYDQSLZQR,QXOXPCYDQSLZQR,C46N1O9P1,False
QXOYHRMPELDIBL,QXOYHRMPELDIBL,C14F3N2O3,False
QXOZMKXSGVGHDU,QXOZMKXSGVGHDU,C11F3N6O1,False
QXPDCAIHWBUQQB,QXPDCAIHWBUQQB,C13N2O3,False
QXPFLWHMPLIDOC,QXPFLWHMPLIDOC,C13N4O2S1,False
QXPFMRDNXAMFBZ,QXPFMRDNXAMFBZ,C20N3O2,False
QXPHGZBWSFYFJG,QXPHGZBWSFYFJG,C13N4O4S1,False
QXPKPPIPABWBLQ,QXPKPPIPABWBLQ,C14N5O1,False
QXPKYSBFOCHZOY,QXPKYSBFOCHZOY,C15N4O2,False
QXPLKWSZFDROGM,QXPLKWSZFDROGM,C13N2O3S1,False
QXPMUOGFLOYTQF,QXPMUOGFLOYTQF,C18N3O1,False
QXPMXKUSCDSDNV,QXPMXKUSCDSDNV,C13N3O4S2,False
QXPNJMHRUZCEAP,CZVAYVPOBIDGLC,C19O7,True
QXPNUVYPYVTYBJ,QXPNUVYPYVTYBJ,C20N1O5,False
QXPOWGXRDUFAQW,VYFRWSWBHXYENE,C26O4,True
QXPOXZYWVFETCE,QXPOXZYWVFETCE,C18N4,False
QXPPJAZIUFSHFD,QXPPJAZIUFSHFD,C12F3N4O2S1,False
QXPPTMALDRKBQR,QXPPTMALDRKBQR,C17N4O3,False
QXPSJZXOSWYUCV,QXPSJZXOSWYUCV,C15Cl1F1N1O3,False
QXPSOWPOHSZKEK,QXPSOWPOHSZKEK,C18N2O3,False
QXPUQHUIFAHUSY,QXPUQHUIFAHUSY,C19F1N3O2,False
QXPWRFRZYSYIDO,QXPWRFRZYSYIDO,C17F1N3O3,False
QXPXMOHHFYONAC,QXPXMOHHFYONAC,C55O6,False
QXPYMYKHTLVJKY,QXPYMYKHTLVJKY,C50O22,False
QXQCUMLJMJMYMO,PNGGZRKJAFVXKG,C25N3O4,True
QXQDFIVXJVLZOF,QXQDFIVXJVLZOF,C18N2O1,False
QXQHMOXOCAVZMO,QXQHMOXOCAVZMO,Br1C15N4O3,False
QXQHTLJMHWDXKT,QXQHTLJMHWDXKT,C14F2N1O2S1,False
QXQKAFCTERMQKX,QXQKAFCTERMQKX,C15N7,False
QXQKAWXMTMKLAD,QXQKAWXMTMKLAD,C15F3N1O4,False
QXQSEIVTDHNJMC,QXQSEIVTDHNJMC,C18N2O4,False
QXQSRLWOVYXNRI,QXQSRLWOVYXNRI,C20F2N1O3,False
QXQSUBKWSHMXDP,QXQSUBKWSHMXDP,C17F1N2O2S1,False
QXQSVEHSLMGPTE,QXQSVEHSLMGPTE,C19N4O2,False
QXQZHMMNFMUNFD,QXQZHMMNFMUNFD,C15N3O1S2,False
QXQZJBBLMSBZHP,QXQZJBBLMSBZHP,C29N6O3,False
QXQZTMQDHPFJQT,QXQZTMQDHPFJQT,C15F3N6O1,False
QXRBDLBKKRKMFF,QXRBDLBKKRKMFF,C19F3N7O2,False
QXRDEICTAVVISQ,QXRDEICTAVVISQ,C19N4O1,False
QXRDTLAXUJONPD,QXRDTLAXUJONPD,C17O9,False
QXROSFVMJDRTRN,QXROSFVMJDRTRN,C17N5O3,False
QXROULBTBSLXAH,QXROULBTBSLXAH,C14N2O2S2,False
QXROZWMRPKIGET,QXROZWMRPKIGET,C16N2O3,False
QXRPGEDZRSIAIB,QXRPGEDZRSIAIB,C18F2N3O2,False
QXRPIEPMOZXCCM,QXRPIEPMOZXCCM,C14Cl1N1O3,False
QXRPZWMNNINTIR,QXRPZWMNNINTIR,C12N1O4S1,False
QXRSDHAAWVKZLJ,QXRSDHAAWVKZLJ,C27N1O6S1,False
QXRUCDDVUMKOPI,QXRUCDDVUMKOPI,C20N2O1S1,False
QXRULFMGTWIWCZ,QXRULFMGTWIWCZ,Br1C14N2O3,False
QXRUMWTXZXKYFL,QXRUMWTXZXKYFL,C21N3O3,False
QXRUNNQSVHTDBO,QXRUNNQSVHTDBO,C32O15,False
QXRWYCVAEOFCFG,QXRWYCVAEOFCFG,C13F3N3O2S1,False
QXSDWLIEXTWTIJ,QXSDWLIEXTWTIJ,C14Cl1N2O4S1,False
QXSFFURZDXELKC,QXSFFURZDXELKC,C19Cl1N1O5S1,False
QXSGYSFVJJZILJ,QXSGYSFVJJZILJ,C18N5O3,False
QXSKUWGOSWRLRV,QXSKUWGOSWRLRV,C16N2O5S1,False
QXSLCCSEBGDFRB,QXSLCCSEBGDFRB,C18N5O1,False
QXSLVLRLKSQSNX,QXSLVLRLKSQSNX,C16N2O3,False
QXSLXNIDPQKQEQ,QXSLXNIDPQKQEQ,C17N5O3,False
QXSQBIQWTUTARS,XSVJIEWMMLZJCG,C11N2O3,True
QXSSKZHBGLAAMM,QXSSKZHBGLAAMM,C18F1N2O3,False
QXSSOQLCQPNOIH,QXSSOQLCQPNOIH,C15N2O2,False
QXSSYAKPSLINPN,QXSSYAKPSLINPN,C12Cl1F1N2O2S1,False
QXSTVVHZCWJIBU,QXSTVVHZCWJIBU,C37N1O7P1,False
QXSUJXMKZJSVBT,QXSUJXMKZJSVBT,C16N5O3,False
QXSVQWAQXQHDAZ,QXSVQWAQXQHDAZ,C16Cl1N2O3,False
QXSVVDBNTDYKJW,QXSVVDBNTDYKJW,C20N2O6S1,False
QXSZFDOGAPQIME,QXSZFDOGAPQIME,C12N1O5,False
QXTBAOJTASJFAD,CSJPHDILIUKAKC,C15O3,True
QXTDOTZOYDOABE,QXTDOTZOYDOABE,C16N2O1,False
QXTGNOKXGJNFJV,QXTGNOKXGJNFJV,C19N4,False
QXTGRTSQGNBIBQ,QXTGRTSQGNBIBQ,C14F1N3O1S1,False
QXTIXNAMYNZMHL,QXTIXNAMYNZMHL,C15N5O2,False
QXTKVGKTATUXJL,QXTKVGKTATUXJL,C17N2O5,False
QXTLFXSTGKOUEA,QXTLFXSTGKOUEA,C23N4O2S1,False
QXTLOYZXTWYQMF,QXTLOYZXTWYQMF,C14N5O1S1,False
QXTMNIDKBPHMMD,QXTMNIDKBPHMMD,C31N1O5,False
QXTOLYZIJUDOIT,QXTOLYZIJUDOIT,C15N3,False
QXTQMYIPEVYZSH,QXTQMYIPEVYZSH,C17N3O3S1,False
QXTSFLNXHDCWRP,QXTSFLNXHDCWRP,C15N4O3S1,False
QXTUQXRFEBHUBA,QXTUQXRFEBHUBA,C19O5,False
QXTVSUPSFSHAMN,QXTVSUPSFSHAMN,Br1C11F1N1O3S1,False
QXTWSUQCXCWEHF,QXTWSUQCXCWEHF,C22N3O3,False
QXTXHGWGOWWLLF,QXTXHGWGOWWLLF,C15N2O2,False
QXTXRZBLWHUMPM,QXTXRZBLWHUMPM,C14N4O2,False
QXTZPNROUGIYBP,QXTZPNROUGIYBP,C13N5O1,False
QXUANCZURDYUIT,QXUANCZURDYUIT,C11O3,False
QXUCCYRJNHZZMO,QXUCCYRJNHZZMO,C16F1N1O3,False
QXUCZSHZWZOIQQ,QXUCZSHZWZOIQQ,C14F1N3O2S1,False
QXUFOWSDEOFFMQ,QXUFOWSDEOFFMQ,C16N5O2,False
QXUGEBSNBJUPCA,QXUGEBSNBJUPCA,C21N3O2S1,False
QXUIKFHOJFDUNE,QXUIKFHOJFDUNE,C17F1N1O3,False
QXUMCSSMERGUKD,QXUMCSSMERGUKD,C14F3N3O3,False
QXUNTFTXEOEDMK,QXUNTFTXEOEDMK,C17F2N3O2,False
QXUOWOSALUUDGL,QXUOWOSALUUDGL,C19N3O5,False
QXUPQOPXFWBLPO,QXUPQOPXFWBLPO,C16N3O3,False
QXUQDEYYCIRILH,QXUQDEYYCIRILH,C21N4O1,False
QXUQQCFMAGFMCK,QXUQQCFMAGFMCK,C16N4O2,False
QXURFIGBRGWPQD,QXURFIGBRGWPQD,C25F3N7O2,False
QXUTYEONZMCXCQ,QXUTYEONZMCXCQ,C18N2O3S1,False
QXUUXERJFSMHJK,QXUUXERJFSMHJK,C17N3O2S1,False
QXUVQIPBULZJCH,QXUVQIPBULZJCH,C14Cl1N4O1S1,False
QXUWBKNOSGZVQK,QXUWBKNOSGZVQK,C16N1O2,False
QXUWYTBGKQHQKZ,QXUWYTBGKQHQKZ,C16N3O1S1,False
QXVASQRSLZKDGD,QXVASQRSLZKDGD,C23Cl1N1O5,False
QXVAWAHULUVLPT,QXVAWAHULUVLPT,C20O3,False
QXVDCAOSAAVSJI,QXVDCAOSAAVSJI,C15N4O3,False
QXVDWDKADNQNAR,QXVDWDKADNQNAR,C17N2O3S1,False
QXVFEIPAZSXRGM,QXVFEIPAZSXRGM,C21N1O4,False
QXVGDPSIWAAOIU,AMOKAZZDGNXQFQ,C21N1O3,True
QXVJNKSYAXORON,QXVJNKSYAXORON,C23N3O3S1,False
QXVJUQIDFNGBIP,QXVJUQIDFNGBIP,C16Cl1N2O3,False
QXVLOKSTNNATII,QXVLOKSTNNATII,C15N5O1,False
QXVMMXYJRWZVHZ,QXVMMXYJRWZVHZ,C20F1N2O3,False
QXVOCLOMTPIWIR,QXVOCLOMTPIWIR,C15N2O4S1,False
QXVOYPYRQAHTJU,QXVOYPYRQAHTJU,C21N5O2,False
QXVPCNMWDHZJEE,QXVPCNMWDHZJEE,C20N1O3,False
QXVRPEDWIGFFOX,QXVRPEDWIGFFOX,C14N5O1,False
QXVRWDDFVJNLCM,QXVRWDDFVJNLCM,C15N1O2S1,False
QXVSHNTUBNPXND,QXVSHNTUBNPXND,C33N1O6,False
