metric_ik14,n_inchikey14,inchikey14s,example_smiles
OTZURLUZDRIZEM,2,OTZURLUZDRIZEM;VTGIALAGBZABRU,COC1=C(NCCO)CC(O)(CO)CC1=NCC(=O)O;COC1=C(NCC(=O)O)CC(O)(CO)CC1=NCCO
OUBLNCPOIRPANT,2,DXHRROZVQMDXOO;OUBLNCPOIRPANT,CCCCCC=CC(CCCCCCCC=CC=CC(=O)N1CCCCC1)OO;CCCCCC=CC(CCCCCCC=CC=CCC(=O)N1CCCCC1)OO
OUUKZWTWDZBGOK,2,MMOJJYPBNVVCGY;OUUKZWTWDZBGOK,CCC(C)C=C(C)C=CC1=CC2=C(Cl)C(=O)C(C)(O)C(OC(C)=O)C2CO1;CCC(C)C=C(C)C=CC1=CC2=C(CO1)C(OC(C)=O)C(C)(O)C(=O)C2Cl
OUWPCIYDSYBIMB,2,NWNLMXLRPSDMEE;OUWPCIYDSYBIMB,CCOC(=O)c1c(CC(C)C)csc1NC(=O)c1cccc(N2C(=O)CCC2=O)c1;CCOC(=O)c1c(CC(C)C)csc1NC(=O)c1cccc(-n2c(O)ccc2O)c1
OVIWLBQFYMOVOF,2,OVIWLBQFYMOVOF;VJYKVCURWJGLPG,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O;CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O
OWUXFSBCQCGZQA,2,KNDQHSIWLOJIGP;OWUXFSBCQCGZQA,O=C1OC(=O)C2C3C=CC(C3)C12;Oc1oc(O)c2c1C1C=CC2C1
OXLDBLCHXXJJPD,2,HARGZZNYNSYSGJ;OXLDBLCHXXJJPD,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)C(C)CO1;C=C1COc2c1c(O)c(O)c1c2ccc2c(C)cccc21
OXQBOPCFYNFNDB,2,ACHDMUPTZYZIGR;OXQBOPCFYNFNDB,CCC=CCC=CC=CC(=O)CCCCCCCC(=O)O;CCC=CC=CC=CCC(=O)CCCCCCCC(=O)O
OZRSYEIYBDQILA,2,MKWLCWJMHDISIT;OZRSYEIYBDQILA,COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1cccc(Cl)c1Cl;COC(=O)C1C(=N)Oc2c(oc(CO)cc2=O)C1c1cccc(Cl)c1Cl
PAOLETXLRWPHAY,2,MNMPWITYZHFOAG;PAOLETXLRWPHAY,COc1cc(C2C(C#N)=C(N)Oc3n[nH]c(-c4ccccc4)c32)cc2c1OCO2;COc1cc(C2c3c(-c4ccccc4)n[nH]c3OC(=N)C2C#N)cc2c1OCO2
PBOLMJPQUCBPIG,2,PBOLMJPQUCBPIG;SGWAQZQVRJVNIZ,CC(=NN=C1C(=O)Nc2ccccc21)c1c(O)c2ccccc2n(-c2ccccc2)c1=O;C=C(N=Nc1c(O)[nH]c2ccccc12)c1c(O)c2ccccc2n(-c2ccccc2)c1=O
PCGOZSMTJRCWQF,2,PCGOZSMTJRCWQF;SIGSPDASOTUPFS,C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC;C#CC1(O)C=CC2C3CC=C4CC(=O)CCC4C3CCC21CC
PCHRXDOQLORHFI,2,DFKDHZBMIJQPIK;PCHRXDOQLORHFI,CC12CC(O)C(O)CC1CCC1C2=CC(=O)C2(C)CC(=O)CC12;CC12CC(O)C(O)CC1CCC1=C2CC(=O)C2(C)CC(=O)CC12
PCNXJORSHAASRW,2,FNSQKFOXORBCCC;PCNXJORSHAASRW,COc1cc(O)c2c(O)c3c(c4c2c1C1(C4)C(C)=CCCC1(C)C)C(O)C1(O)CC(=O)C(C(N)=O)=C(O)C1(O)C3=O;COc1cc(O)c2c(O)c3c(c4c2c1C1(C4)C(C)=CCCC1(C)C)C(O)C1(O)CC(=O)C(C(N)=O)C(=O)C1(O)C3=O
PDFIWQUDIPEWGF,2,LQXYZBQQOSACNR;PDFIWQUDIPEWGF,NC1=C(C(=O)OCc2ccccc2)C(c2cccnc2)c2oc(CO)cc(=O)c2O1;N=C1Oc2c(oc(CO)cc2=O)C(c2cccnc2)C1C(=O)OCc1ccccc1
PEMIXOORXAHUSL,2,FCIKYGUVHWZSJV;PEMIXOORXAHUSL,COc1cc2oc3cc(OC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C;COc1cc2oc3cc(OC)c(OC)c(C=CC(C)C)c3c(=O)c2c(O)c1CC=C(C)C
PENUQSJROSJKSA,2,PENUQSJROSJKSA;UHNUULCIKILOHW,CCC=CCC=CCC=CCC=CCC=CC=CC(=O)CCC(=O)O;CCC=CCC=CCC=CCC=CC=CC=CCC(=O)CCC(=O)O
PFPVTAISYZSBEJ,2,GBQRKJRHCOAHIR;PFPVTAISYZSBEJ,COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1c(F)cccc1Cl;COC(=O)C1C(=N)Oc2c(oc(CO)cc2=O)C1c1c(F)cccc1Cl
PFSNNBISMKFBBE,2,PFSNNBISMKFBBE;RBFIISQAYNLQQY,CC(C)C=C1N=C(O)C(C(C)C)n2c1nc1ccccc1c2=O;CC(C)C=C1NC(=O)C(C(C)C)n2c1nc1ccccc1c2=O;CC(C)Cc1nc(O)c(C(C)C)n2c(=O)c3ccccc3nc12
PGQGCICPJGVMOC,2,PGQGCICPJGVMOC;VFUITWPFKLGEQA,CC=C1CN2CCC34C(=C(C=O)C1CC23)Nc1ccccc14;CC=C1CN2CCC34C(=Nc5ccccc53)C(C=O)C1CC24
PHOGQKDIVUJGMJ,2,PHOGQKDIVUJGMJ;ZDXUKAKRHYTAKV,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1;COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1
PHOKGUZMFGWRDR,2,BMWPVVXCNDZFQA;PHOKGUZMFGWRDR,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1c(F)cccc1Cl;CCOC(=O)C1C(=N)Oc2c(c(=O)oc3ccccc23)C1c1c(F)cccc1Cl
PHVVIHXXDVAMST,2,FNUPUYFWZXZMIE;PHVVIHXXDVAMST,O=C1c2ccc(O)cc2OC(c2ccc(O)c(O)c2)C1O;O=C1C(O)c2ccc(O)cc2OC1c1ccc(O)c(O)c1
PHXSEAJCDNVRNJ,2,GQPFUOPPYJYZHE;PHXSEAJCDNVRNJ,Cc1cc(O)c2c(c1)C(C1OC(CO)C(O)C(O)C1O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O;Cc1cc(O)c2c(O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc3c(C3OC(CO)C(O)C(O)C3O)c2c1
PIHCSOQMLKMMCI,2,MITPCIMPTSCBLV;PIHCSOQMLKMMCI,O=C(NNC1CC(=O)N(c2ccc(F)c(Cl)c2)C1=O)c1ccncc1;O=C(NNc1cc(O)n(-c2ccc(F)c(Cl)c2)c1O)c1ccncc1
PIIKTZWFQSHZQU,2,PIIKTZWFQSHZQU;QMYWKFZKRYCUMA,C=C(C)C#Cc1cc(O)c(CC=C(C)C)cc1O;C=C(C)C#Cc1cc(O)c(C=CC(C)C)cc1O
PILNLKWYBKKHES,2,OQVPVEPWRLNVGD;PILNLKWYBKKHES,COC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cc(OC)c(OC)c(OC)c1;COC(=O)C1=C(C)N=C2CCCC(=O)C2C1c1cc(OC)c(OC)c(OC)c1
PIRVFKJDEHTZFB,2,PIRVFKJDEHTZFB;PRYGKAJEGXTQNF,O=C1NC(=O)C(Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O;O=c1[nH]c(O)c(Cc2c[nH]c3ccccc23)n2c(=O)c3ccccc3nc12
PIRWHBVBBBZNKG,2,ANEBWFXPVPTEET;PIRWHBVBBBZNKG,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1;COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
PIWVARUFOMADFY,2,PIWVARUFOMADFY;PQCXVIPXISBFPN,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])C1=Nc1ccc(O)c(Cl)c1;O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1
ZVJQFRWLQFRSMO,2,CJHXBFSJXDUJHP;ZVJQFRWLQFRSMO,CC(C)(Cc1nc(-c2ccc(O)cn2)no1)C(=O)NC1=C(C(=O)O)CCCC1;CC(C)(Cc1nc(-c2ccc(O)cn2)no1)C(=O)N=C1CCCCC1C(=O)O
PJVWKTKQMONHTI,2,PJVWKTKQMONHTI;QTXVAVXCBMYBJW,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O;CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O
PKFHHOMWBPKTET,2,FXHLHJGGCCHNCE;PKFHHOMWBPKTET,COc1cc(-c2[nH]c(C(=O)NC3CCCCC3)cc3c4ccccc4nc2-3)cc(OC)c1OC;COc1cc(-c2nc(C(=O)NC3CCCCC3)cc3c2[nH]c2ccccc23)cc(OC)c1OC
PKICUDXEAPMDNG,2,PKICUDXEAPMDNG;VKQFCGNPDRICFG,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-];COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
PKYKNPLSFOKASK,2,PKYKNPLSFOKASK;VYMDGNCVAMGZFE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O;CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
PLDZOHPIBZVDLQ,2,PLDZOHPIBZVDLQ;YHDPWEWZPGTMMU,CN(C)C1C(=O)C(=C(O)NCN2CCCC2)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12;CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
PLMCCAOBPXDUIT,2,PLMCCAOBPXDUIT;WMLWRZOUOGMDNS,O=C1NC(=O)C(c2ccc(-c3ccc(Br)cc3)cc2)=C1O;O=C1NC(=O)C(c2ccc(-c3ccc(Br)cc3)cc2)C1=O
PLWGSEYKEKXMIX,2,KPBZROQVTHLCDU;PLWGSEYKEKXMIX,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl;CCCC(=O)OCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl
PMKBGMSPKBGIHW,2,PMKBGMSPKBGIHW;RECCTAMRDZXMTL,NC(=O)C1(N2CCCCC2)CCN(C(=O)c2cc3ccc4cccnc4c3[nH]2)CC1;NC(=O)C1(N2CCCCC2)CCN(C(=O)c2cc3ccc4ccc[nH]c4c3n2)CC1
PMSODUIOOXLIGP,2,LGNSRQOKLMYSFC;PMSODUIOOXLIGP,C=C(C)C(=O)C(CC(C)C)NC(=O)C(CCS(C)(=O)=O)NC(=O)C(NC(=O)CCCCC)C(C)C;CCCCCC(=O)N=C(C(=O)NC(CCS(C)(=O)=O)C(=O)NC(CC(C)C)C(=O)C(C)C)C(C)C
PMWDZCANQJYEEV,2,PMWDZCANQJYEEV;XPYBSIWDXQFNMH,O=C(COP(=O)(O)O)C(O)C(O)C(O)COP(=O)(O)O;O=C(C(O)COP(=O)(O)O)C(O)C(O)COP(=O)(O)O
PNGGZRKJAFVXKG,2,PNGGZRKJAFVXKG;QXQCUMLJMJMYMO,CC(C)OCCCN1CC2=C(C1=O)C(c1ccc(OCc3ccccc3)cc1)NC(=O)N2;CC(C)OCCCN1CC2=NC(=O)NC(c3ccc(OCc4ccccc4)cc3)C2C1=O
PNINFIIQBNEXTA,2,PNINFIIQBNEXTA;QZSPYIDISPEVBP,CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1cccnc1;CC(C)OC(=O)C1C(=N)Oc2c(oc(CO)cc2=O)C1c1cccnc1
POGMGKCDTIOBIY,2,IJLFVBWYDPGYDN;POGMGKCDTIOBIY,C=C1C2(C)CC3C(C)(O)C4=CC(=O)OC(C)(C)C4=CCC3(C)C13C(=O)OC(C)C3(O)C2=O;C=C1C2(C)CC3C(C)(O)C4=C(C=CC3(C)C13C(=O)OC(C)C3(O)C2=O)C(C)(C)OC(=O)C4
POJPGPCOPMXWED,2,GZEFCMIQEJLETH;POJPGPCOPMXWED,COC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1cc(OC)c(OC)c(OC)c1;COC(=O)C1=C(C)N=C2CC(c3ccc(OC)c(OC)c3)CC(=O)C2C1c1cc(OC)c(OC)c(OC)c1
PPDWQLSRZNCMRA,2,AKUJBENLRBOFTD;PPDWQLSRZNCMRA,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C;CC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C
PPINWYOLRRJCPE,2,NEGDTWQGGLJCTL;PPINWYOLRRJCPE,CC(C)(C)C1CCC(CC2=C(O)c3ccccc3C(=O)C2=O)CC1;CC(C)(C)C1CCC(=Cc2c(O)c(O)c3ccccc3c2O)CC1
PPYRMVKHPFIXEU,2,PPYRMVKHPFIXEU;RXYQCXVUMLSFHM,CC(O)CCCC(O)C=CC1=C(CC=CCCCC(=O)O)C(=O)CC1;CC(O)CCCC(O)C=CC1C=CC(=O)C1CC=CCCCC(=O)O
PPZISFPROMNYLF,2,IBSRGCBHIASQMQ;PPZISFPROMNYLF,COC(=O)C(CC(C)C)NC(=O)C(=C1OC(=O)C(c2ccccc2)=C1O)c1ccccc1;COC(=O)C(CC(C)C)=NC(=O)C(c1ccccc1)c1oc(O)c(-c2ccccc2)c1O
PPZZZBNHNXFJQO,2,BHJYQXRYNDTLHD;PPZZZBNHNXFJQO,COc1cc(C=C2N=C(O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc2c1OCO2;COc1cc(CC2=NC(=O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc2c1OCO2
PQBJZHRFVKHZBT,2,GPYZWDWHQBGWAN;PQBJZHRFVKHZBT,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)C(=CNC(C)CCc1ccco1)C(=O)C(O)=C3C(C)C)C(=CNC(C)CCc1ccco1)C(=O)C(O)=C2C(C)C;Cc1cc2c(C(C)C)c(O)c(O)c(C=NC(C)CCc3ccco3)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=NC(C)CCc3ccco3)c2c1O
PQFSHEFVJGQODU,2,PQFSHEFVJGQODU;QNZXZYKJUGCPCI,CC=C(NC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1c1nc(C(=O)O)cs1;CCC(=NC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1c1nc(C(=O)O)cs1
PQJKVBQFZNPBEF,2,OHIAYCDXMPSQPG;PQJKVBQFZNPBEF,CCC(C)C(=O)C1=C(O)OC2=C(C(CC(=O)O)c3ccccc3)C(C)(C)C(CCC(C)(C)O)CC2(CC=C(C)C)C1=O;CCC(C)C(=O)C1C(=O)OC2=C(C(CC(=O)O)c3ccccc3)C(C)(C)C(CCC(C)(C)O)CC2(CC=C(C)C)C1=O
PRBLIWYXRHIDTD,2,GFHBTMZMBLDKKA;PRBLIWYXRHIDTD,COC(=O)CCCCCCCCC=Cc1cc(=O)c(C(N)=O)co1;COC(=O)CCCCCCCC=CCc1cc(=O)c(C(N)=O)co1
PREBVFJICNPEKM,2,PREBVFJICNPEKM;YXAKCQIIROBKOP,O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(O)cc1;O=C(C=Cc1ccc(O)cc1)C=C(O)C=Cc1ccc(O)cc1
PRFXRIUZNKLRHM,2,MYHXHCUNDDAEOZ;PRFXRIUZNKLRHM,CCCCCC(O)C=CC1C=CC(=O)C1CC=CCCCC(=O)O;CCCCCC(O)C=CC1=C(CC=CCCCC(=O)O)C(=O)CC1
PRHKRVZMUSKNBD,2,OBFDSOYVKVRFGY;PRHKRVZMUSKNBD,CC(=O)OC1CC(C)(C(=O)O)CC2C3=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC12C;CC(=O)OC1CC(C)(C(=O)O)CC2=C3CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC21C
PRPDSHCVUPAWJO,2,PRPDSHCVUPAWJO;RNHXGEMWDQYPIQ,COc1cccc(C2C3=C(COC3=O)Nc3c2c(=O)n(C)c(=O)n3C)c1OC;COc1cccc(C2c3c(coc3O)Nc3c2c(=O)n(C)c(=O)n3C)c1OC
PSKVISJISBFCKP,2,LOBCDGHHHHGHFA;PSKVISJISBFCKP,CCOC(=O)C1C(C)=NC(S)=NC1c1cccc(O)c1;CCOC(=O)C1=C(C)NC(S)=NC1c1cccc(O)c1
PSNIIJBQEZDDMR,2,FEMXZDUTFRTWPE;PSNIIJBQEZDDMR,CC(O)C(O)C1=Nc2c(nc(N)[nH]c2=O)NC1;CC(O)C(O)C1=Nc2c([nH]c(N)nc2=O)NC1;CC(O)C(O)C1=Nc2c(O)nc(=N)[nH]c2NC1
ZVNAPKULTFGWTC,2,QKEJRKXVLGOJMB;ZVNAPKULTFGWTC,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C;CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(=CC(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C
PSXLTICCBXQIKY,2,BEADRWVIFHOSGN;PSXLTICCBXQIKY,O=C(ON1C(=O)CCC1=O)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1;O=C(On1c(O)ccc1O)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1
PTADEKNCXKCPAV,2,PTADEKNCXKCPAV;SYSQDCXRTHUHHF,COc1cc(C2C(C(=O)OCCOc3ccccc3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc(OC)c1O;COc1cc(C2C(C(=O)OCCOc3ccccc3)=C(C)N=C3CC(C)(C)CC(=O)C32)cc(OC)c1O
PTCUDVWUJQLECC,2,CEVXNXJGTYHRCT;PTCUDVWUJQLECC,O=C(Nc1ccc(Cl)c(Cl)c1)C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)CC1;O=C(Nc1ccc(Cl)c(Cl)c1)C1CCC(n2c(O)c3c(c2O)C2CCC3C2)CC1
ZWCFCVVUUYGGQC,2,SOLOGPKQXAYSGY;ZWCFCVVUUYGGQC,COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1cccnc1;COC(=O)C1C(=N)Oc2c(oc(CO)cc2=O)C1c1cccnc1
PUKGEMCILXAAOZ,2,PUKGEMCILXAAOZ;UTRJNVUJZHUXNP,CC(=O)OCC(=CC(=O)O)CCC1C(C)=CC(=O)C2C(C)(C)CCCC12C;CC(=O)OCC(=CC(=O)O)CCC1=C(C)CC(=O)C2C(C)(C)CCCC12C
PUOQNLRIUCSZCB,2,PUOQNLRIUCSZCB;WENLZCZPDOADNI,Cc1ccc(C(=O)NC(=Cc2ccco2)C(O)=NCCc2c(C)[nH]c3ccccc23)cc1;Cc1ccc(C(=O)N=C(Cc2ccco2)C(=O)NCCc2c(C)[nH]c3ccccc23)cc1
PUSAHODQLVMNOJ,2,DWCKSBOSIIXYJK;PUSAHODQLVMNOJ,CC(C)c1ccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(c4ccccc4C(=O)N4CCC(C(=O)O)CC4)C(=O)N32)cc1;CC(C)c1ccc(C2c3[nH]c4ccccc4c3Cc3c(O)n(-c4ccccc4C(=O)N4CCC(C(=O)O)CC4)c(=O)n32)cc1
PVKVAVIJHHBVNK,2,PVKVAVIJHHBVNK;WCCMLEBYPQIAFD,COc1ccc(Cl)cc1NC(=O)CC1SC(=NC(C)C)N(C(C)C)C1=O;COc1ccc(Cl)cc1NC(=O)Cc1sc(=NC(C)C)n(C(C)C)c1O
PVTUERPXLWOPRX,2,LINOMUASTDIRTM;PVTUERPXLWOPRX,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O;CC1CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(=O)C1=O
PVZMGABPQHSYGG,2,PVZMGABPQHSYGG;SGHIPUDQOSQOLZ,O=C(CCCCCN1C(=O)C2Cc3ccccc3CN2C1=O)NC(Cc1ccc(O)cc1)C(=O)O;O=C(CCCCCn1c(O)c2n(c1=O)Cc1ccccc1C2)NC(Cc1ccc(O)cc1)C(=O)O
PWGABNHDROCYFX,2,MPQWYPLPWGUMJE;PWGABNHDROCYFX,O=C1NC(=O)C(c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)N1;O=c1[nH]c(O)c(-c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)[nH]1
PWRBDNZFCPVAHV,2,JIMRNSVFPBQRSP;PWRBDNZFCPVAHV,COc1ccc(C2C3=C(CC(C)CC3=O)Nc3ccccc3N2C(C)=O)cc1;COc1ccc(C2C3C(=O)CC(C)CC3=Nc3ccccc3N2C(C)=O)cc1
PXLNWMOPHJSAPV,2,PXLNWMOPHJSAPV;RDCNYYGMDFXXCQ,COc1ccc(OC)c(C2C3=C(CC(c4ccccc4O)CC3=O)Nc3onc(C)c32)c1;COc1ccc(OC)c(C2c3c(C)noc3N=C3CC(c4ccccc4O)CC(=O)C32)c1
PXOUWIIMEOTTMM,2,NZASCBIBXNPDMH;PXOUWIIMEOTTMM,CCC1(CC)C(=O)C=CNC1=O;CCC1(CC)C(=O)CC=NC1=O
PYBNSXOYOSNUHV,2,GZENKSODFLBBHQ;PYBNSXOYOSNUHV,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C;CC(=O)C1CCC2C3CC(C)=C4CC(=O)CCC4(C)C3C(O)CC12C
PYGGPZATYWIWRU,2,PYGGPZATYWIWRU;TUJLPRBZDNVLJR,COc1ccc(CCN2C(=O)CC(N3CCN(c4ccc(F)cc4)CC3)C2=O)cc1OC;COc1ccc(CCn2c(O)cc(N3CCN(c4ccc(F)cc4)CC3)c2O)cc1OC
ZWDTYIUBFHCQJP,2,ZRBOGSQITRZXJM;ZWDTYIUBFHCQJP,CC(=O)OC1C(OC(=O)c2ccccc2)C(C)=CC2C(OC(C)=O)C(C)(O)CC2(O)C(=O)C(C)C=CC(C)(C)C1OC(C)=O;CC(=O)OC1C(OC(=O)c2ccccc2)C(C)=CC2C(OC(C)=O)C(C)(O)CC2(O)C(=O)C(C)=CCC(C)(C)C1OC(C)=O
PZBFPMMMSYKWJO,2,PZBFPMMMSYKWJO;VWJWJSTVUOQUDF,CCC(C)C(=O)C1=C(O)OC2=C(C(CC(=O)O)c3ccccc3)C(C)(C)C(CCC(C)(C)NC(C)=O)CC2(CC=C(C)C)C1=O;CCC(C)C(=O)C1C(=O)OC2=C(C(CC(=O)O)c3ccccc3)C(C)(C)C(CCC(C)(C)NC(C)=O)CC2(CC=C(C)C)C1=O
PZLDSEPPKGYNNP,2,FAVDPDFBBBQJQW;PZLDSEPPKGYNNP,CCCC=CC=CC(=O)NCC(=O)O;CCCC=CCCC(=O)N=CC(=O)O
PZMKVXLYUUFZPT,2,CBOSLVQFGANWTL;PZMKVXLYUUFZPT,C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2=O;CCN1CC2(C)CCC(O)C34C1C(CC23)C12CC(=C(C)C1O)C(=O)CC24
PZPOMPZEARCNPE,2,FZMOOHNIAZIVAK;PZPOMPZEARCNPE,Cc1[nH]c2ccccc2c1CCN=C(O)C(=Cc1ccccc1)N=C(O)c1ccccc1Br;Cc1[nH]c2ccccc2c1CCNC(=O)C(Cc1ccccc1)=NC(=O)c1ccccc1Br
PZTBFBJIHQUDGC,2,PZTBFBJIHQUDGC;UYUXSRADSPPKRZ,O=CC(O)C1OC(=O)C(O)C1O;O=C1OC(C(=O)CO)C(O)C1O
PZUYOXGCNALZCR,2,MAGGNDAVKNPXCA;PZUYOXGCNALZCR,O=C(C=Cc1ccc(O)cc1)NC(CC[n+]1cccc(C(=O)O)c1)C(=O)O;O=C(CCc1ccc(O)cc1)N=C(CC[n+]1cccc(C(=O)O)c1)C(=O)O
QAOQBPVCLGVWMY,2,BZDWCMYQYONFOB;QAOQBPVCLGVWMY,Cc1nc2c3ccccc3[nH]n2c(=O)c1CCC(=O)Nc1cnn(C)c1;Cc1[nH]c2c3ccccc3nn2c(=O)c1CCC(=O)Nc1cnn(C)c1
QBBZMGZXDYFUGM,2,HVAVGMDRUJHUOH;QBBZMGZXDYFUGM,CC1=C2CC(O)(C(C)(C)O)C(OC3OC(CO)C(O)C(O)C3O)CC(C)C2CC1=O;CC1=C2CC(=O)C(C)C2CC(O)(C(C)(C)O)C(OC2OC(CO)C(O)C(O)C2O)C1
QBFUZFIQYYRHKM,2,DAJMJDSBVLXPKE;QBFUZFIQYYRHKM,NS(=O)(=O)c1ccccc1NC1OC(C(=O)O)C(O)C(O)C1=O;NS(=O)(=O)c1ccccc1N=C1OC(C(=O)O)C(O)C(O)C1O
QBJXYRWUKSOXQY,2,QBJXYRWUKSOXQY;XAXYCXCTGDUBNW,CCCC1=C(O)C(=O)CC1;CCCC1CCC(=O)C1=O
QCQGNTXXPCJRFZ,2,LPLVUJXQOOQHMX;QCQGNTXXPCJRFZ,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1;CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC4OC(C(=O)O)C(O)C(O)C4OC4OC(C(=O)O)C(O)C(O)C4O)C(C)(C)C2CCC13C
QDSAUUOUBPKTKQ,2,QDSAUUOUBPKTKQ;QIWOFDHUQPJCJF,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2O)C1O;O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1O
QDYHKAYUOWXHII,2,QDYHKAYUOWXHII;YRVODBUXPRIJID,COc1ccc(C(=O)COC(=O)CN2C(=O)C3CC=CCC3C2=O)cc1;COc1ccc(C(=O)COC(=O)Cn2c(O)c3c(c2O)CC=CC3)cc1
